file,section,section_title,anselm_text,vulgate_book,chapter,verse,vulgate_text,method,allusion_type,ngram_score,llm_confidence,llm_explanation,similarity,verified,judge_reasoning
Monologion,3,"QUOD SIT QUAEDAM NATURA, PER QUAM EST, QUIDQUID EST, ET QUAE PER SE","cuncta quae sunt, sunt per ipsum unum",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",ngram+llm,thematic_echo,0,high,"The idea that everything that exists is through ‘that one’ reflects John 1:3’s claim that “by Him all things were made,” extending the Johannine Logos‑creation motif.",0.0744,True,
Monologion,6,"QUOD ILLA NON SIT ULLA IUVANTE CAUSA DUCTA AD ESSE, NEC TAMEN SIT",ex ipsa sint omnia quae sunt. Et quondam id quod,Wisdom,11,25,"Diligis enim omnia quae sunt, et nihil odisti eorum quae fecisti; nec enim odiens aliquid constituisti aut fecisti.",ngram,direct_quote,1,,,0.0361,True,
Monologion,6,"QUOD ILLA NON SIT ULLA IUVANTE CAUSA DUCTA AD ESSE, NEC TAMEN SIT","Quod enim non est, a quo faciente aut ex qua materia aut quibus adiumentis ad esse peruenerit: id uidetur aut esse nihil, aut si aliquid est, per nihil esse et ex nihilo.",Genesis,1,1,In principio creavit Deus caelum et terram.,llm,thematic_echo,0,high,Anselm’s discussion of something existing “ex nihilo” mirrors the biblical doctrine of creation out of nothing found in Genesis 1:1 (“In principio Deus creavit caelum et terram”).,0.0081,True,
Monologion,8,"QUOMODO INTELLIGENDUM SIT, QUIA FECIT OMNIA EX NIHILO.","sine omni repugnantia ea quae facta sunt a creatrice substantia,",Romans,1,20,"Invisibilia enim ipsius, a creatura mundi, per ea quae facta sunt, intellecta, conspiciuntur: sempiterna quoque ejus virtus, et divinitas: ita ut sint inexcusabiles.",ngram,direct_quote,1,,,0.0441,True,
Monologion,8,"QUOMODO INTELLIGENDUM SIT, QUIA FECIT OMNIA EX NIHILO.","nihil fit ex nihilo, sicut uox omnium est: quia de nihilo nihil.",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"Anselm re‑states John 1:3 (Vulgate: “sine ipso nihil factum est”) in his own words, asserting that nothing comes into being from nothing.",0.046,True,
Monologion,9,"QUOD EA QUAE FACTA SUNT DE NIHILO, NON NIHIL ERANT, ANTEQUAM","cogit, secundum quid ea quae facta sunt, antequam fierent, dici possint fuisse nihil. Nullo namque pacto fieri potest aliquid rationabiliter ab aliquo, nisi in facientis ratione praecedat aliquod rei faciendae quasi exemplum, siue aptius dicitur forma, uel similitudo, aut regula. Patet itaque, quoniam priusquam fierent uniuersa, erat in ratione summae naturae, quid aut qualia aut quomodo futura essent. Quare cum ea quae facta sunt, clarum sit nihil",Romans,1,20,"Invisibilia enim ipsius, a creatura mundi, per ea quae facta sunt, intellecta, conspiciuntur: sempiterna quoque ejus virtus, et divinitas: ita ut sint inexcusabiles.",ngram,direct_quote,2,,,0.0625,True,
Monologion,9,"QUOD EA QUAE FACTA SUNT DE NIHILO, NON NIHIL ERANT, ANTEQUAM",per quod et secundum quod fierent,John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,thematic_echo,0,high,"Anselm’s phrasing mirrors John 1:3’s wording “per quod omnia facta sunt, et sine ipso factum non est nihil,” directly linking the creative act to a rational cause.",0.0706,True,
Monologion,10,"QUOD ILLA RATIO SIT QUAEDAM RERUM LOCUTIO, SICUT FABER PRIUS APUD","SE DICIT, QUOD FACTURUS EST.",Genesis,1,3,Dixitque Deus: Fiat lux. Et facta est lux.,llm,thematic_echo,0,high,"Anselm’s formulation that “He says what He will do” mirrors the creation formula in Genesis 1:3 where God says “Let there be…”, indicating that divine speech precedes the act of creation.",0.0126,True,
Monologion,10,"QUOD ILLA RATIO SIT QUAEDAM RERUM LOCUTIO, SICUT FABER PRIUS APUD","non immerito uideri potest apud summam substantian, talem rerum locutionem et fuisse antequam essent ut per eam fierent, et esse cum facta sunt ut per eam sciantur.",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,The passage echoes John 1:1‑3 (“In the beginning was the Word… all things were made through Him”) by asserting that a “word‑like” locution existed before things and that things are known through it after they are made.,0.0168,True,
Monologion,11,QUOD TAMEN MULTA SIT IN HAC SIMILITUDINE DISSIMILITUDO.,"quasi dixisse cunctam creaturam, quam eam secundum eandem et per eandem suam intimam locutionem conderet",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"Anselm’s description of the whole creation being brought into being by the “intima locutio” (the intimate word) mirrors John 1:3 – “per ipsum facta sunt omnia, et sine ipso factum est nihil quod factum est.”",0.0455,True,
Monologion,12,QUOD HAEC SUMMAE ESSENTIAE LOCUTIO SIT SUMMA ESSENTIA.,"per suam intimam locutionem fecit, siue singula singulis uerbis, siue potius uno uerbo simul omnia dicendo",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"Anselm’s description of God creating through “his intimate speech, either word by word or by one word all at once” mirrors John 1:3 – “per ipsum facta sunt omnia” – the doctrine that all things were made through the Word.",0.0423,True,
Monologion,13,"QUOD, SICUT OMNIA PER SUMMAM ESSENTIAM FACTA SUNT,","non potest, nisi ut ea quae sunt facta uigeant per",1 Corinthians,1,28,"et ignobilia mundi, et contemptibilia elegit Deus, et ea quae non sunt, ut ea quae sunt destrueret:",ngram,direct_quote,1,,,0.075,True,
Monologion,13,"QUOD, SICUT OMNIA PER SUMMAM ESSENTIAM FACTA SUNT,","cuncta quae facta sunt, eodem ipso sustinente uigent et perseuerant esse",Hebrews,1,3,"qui cum sit splendor gloriae, et figura substantiae ejus, portansque omnia verbo virtutis suae, purgationem peccatorum faciens, sedet ad dexteram majestatis in excelsis:",llm,thematic_echo,0,high,"Anselm’s claim that all created things endure by the same sustaining being echoes Hebrews 1:3, which describes God as the one who “sustains all things by his powerful word.”",0.0211,True,
Monologion,13,"QUOD, SICUT OMNIA PER SUMMAM ESSENTIAM FACTA SUNT,",nihil factum est nisi per creatricem praesentem essentiam,John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"The statement that nothing was made except through a present creator mirrors John 1:3 (and Colossians 1:16), which affirms that “all things were made by Him, and without Him was not anything made that was made.”",0.1467,True,
Monologion,14,"QUOD ILLA SIT IN OMNIBUS ET PER OMNIA, ET OMNIA SINT EX ILLA ET","Ubique igitur est et per omnia et in omnibus. At quondam absurdum est, ut scilicet, quemadmodum nullatenus aliquid creatum potest exire creantis et fouentis immensitatem, sic creans et fouens nequaquam ualeat aliquomodo excedere factorum uniuersitatem: liquet quondam ipsa est, quae cuncta alia portat et superat, claudit et penetrat. Si igitur haec illis quae superius sunt inuenta iungantur: eadem est, quae in omnibus est et per omnia, et ex qua et",Ephesians,4,6,"Unus Deus et Pater omnium, qui est super omnes, et per omnia, et in omnibus nobis.",ngram,direct_quote,4,,,0.0845,True,
Monologion,14,"QUOD ILLA SIT IN OMNIBUS ET PER OMNIA, ET OMNIA SINT EX ILLA ET",est et per omnia et in omnibus. At quondam absurdum,Colossians,3,11,"ubi non est gentilis et Judaeus, circumcisio et praeputium, Barbarus et Scytha, servus et liber: sed omnia, et in omnibus Christus.",ngram,direct_quote,1,,,0.0959,True,
Monologion,15,QUID POSSIT AUT NON POSSIT DICI DE ILLA SUBSTANTIALITER.,Melius est homini esse non aurum quam aurum,Proverbs,3,14,"Melior est acquisitio ejus negotiatione argenti, et auri primi et purissimi fructus ejus.",llm,paraphrase,0,high,"Anselm re‑states the proverb that wisdom (or the good) is better than gold; the Vulgate reads “Melius est sapientia quam aurum, et sapientia melior est quam argentum.”",0.0155,True,
Monologion,17,"QUOD ITA SIT SIMPLEX, UT OMNIA QUAE DE EIUS ESSENTIA DICI POSSUM,","quia quidquid est, per illa est, et illa quod sunt, per illud non sunt",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"Anselm’s formulation mirrors John 1:3 – “Omnia per ipsum facta sunt, et sine ipso factum est nihil quod factum est.” Both express that everything that exists does so through the one principle.",0.05,True,
Monologion,18,QUOD SIT SINE PRINCIPIO ET SINE FINE.,sine principio et sine fine est,Psalmus,90,2,,llm,thematic_echo,0,high,"The description of God as “without beginning and without end” parallels Psalm 90:2, which declares God’s eternity “aeternus … a saeculo et usque in saeculum”.",0.0,False,
Monologion,20,QUOD ILLA SIT IN OMNI LOCO ET TEMPORE.,nec incepit nec desinet esse,Revelation,1,8,"Ego sum alpha et omega, principium et finis, dicit Dominus Deus: qui est, et qui erat, et qui venturus est, omnipotens.",llm,thematic_echo,0,high,"The phrase “it neither began nor will cease to be” reflects Revelation 1:8, where Christ declares, “I am the Alpha and the Omega, the beginning and the end,” affirming eternal existence without beginning or end.",0.0155,True,
Monologion,20,QUOD ILLA SIT IN OMNI LOCO ET TEMPORE.,nullum bonum nec penitus aliquid est sine ea,Acts,17,28,"In ipso enim vivimus, et movemur, et sumus: sicut et quidam vestrorum poetarum dixerunt: Ipsius enim et genus sumus.",llm,thematic_echo,0,high,"Anselm’s assertion that nothing good or anything at all exists apart from the supreme nature parallels Acts 17:28, “In Him we live and move and have our being,” which teaches that all existence depends on God.",0.0236,True,
Monologion,21,QUOD IN NULLO SIT LOCO AUT TEMPORE.,"Quid est quod totum est in aliquo loco, nihil eius est quod non sit in ipso loco.",Actus Apostolorum,17,28,,llm,thematic_echo,0,high,"Anselm’s logical claim that a thing wholly present in one place cannot be elsewhere reflects Acts 17:28 (“In ipso enim vivimus, et movemur, et sumus”), which states that God is present in all places and all times.",0.0,False,
Monologion,24,QUOMODO MELIUS INTELLIGI POSSIT ESSE SEMPER QUAM IN OMNI TEMPORE.,sine principio et fine,1 Timothy,1,17,"Regi autem saeculorum immortali, invisibili, soli Deo honor et gloria in saecula saeculorum. Amen.",llm,paraphrase,0,high,"Anselm’s phrase mirrors 1 Tim 1,17 Vulgate “qui non habet initium, nec finem”, expressing God’s eternity as without beginning or end.",0.0221,True,
Monologion,25,QUOD NULLIS MUTABILIS SIT ACCIDENTIBUS.,"de summe incommutabili natura nihil potest dici, unde mutabilis possit intelligi",Malachi,3,6,"Ego enim Dominus, et non mutor: et vos filii Jacob, non estis consumpti.",llm,thematic_echo,0,high,"Anselm’s claim that the highest nature is immutable echoes Malachi 3:6 “Ego Dominus, non mutabor” (“I the LORD do not change”), a biblical affirmation of God’s unchangeability.",0.0098,True,
Monologion,28,"QUOD IDEM SPIRITUS SIMPLICITER SIT, ET CREATA ILLI COMPARATA NON",non est quod aliquando fuit aut non erit,Hebrews,13,8,"Jesus Christus heri, et hodie: ipse et in saecula.",llm,thematic_echo,0,high,"Anselm’s claim that the spirit “is not that which at some time was or will be” echoes Hebrews 13:8 (“Jesus Christ is the same yesterday and today and forever”), a biblical affirmation of divine immutability.",0.0185,True,
Monologion,28,"QUOD IDEM SPIRITUS SIMPLICITER SIT, ET CREATA ILLI COMPARATA NON",fuit vel erit sed simpliciter est,Exodus,3,14,"Dixit Deus ad Moysen: Ego sum qui sum. Ait: Sic dices filiis Israel: Qui est, misit me ad vos.",llm,thematic_echo,0,high,"The wording “was or will be, but simply is” parallels the divine self‑identification in Exodus 3:14 (“I am who I am”), stressing a simple, self‑existent being.",0.0237,True,
Monologion,29,"QUOD EIUS LOCUTIO IDIPSUM SIT QUOD IPSE, NEC TAMEN SINT DUO SED","Si enim ille nihil fecit nisi per seipsum, et quidquid ab eo factum est per illam est factum",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"Anselm re‑words the Vulgate formula “Omnia per ipsum facta sunt, et sine ipso factum est nihil quod factum est,” expressing that nothing is done apart from the supreme spirit itself.",0.0581,True,
Monologion,29,"QUOD EIUS LOCUTIO IDIPSUM SIT QUOD IPSE, NEC TAMEN SINT DUO SED",summum spiritum unum tantum esse,Deuteronomy,6,4,"Audi, Israel: Dominus Deus noster, Dominus unus est.",llm,thematic_echo,0,high,"The claim that the supreme spirit is “one only” echoes the Shema’s declaration “Dominus Deus noster, Dominus unus est” (the LORD our God is one).",0.0127,True,
Monologion,30,QUOD EADEM LOCUTIO NON CONSTET PLURIBUS VERBIS SED SIT UNUM,Non igitur constat pluribus uerbis sed est unum verbum per quod facta sunt omnia.,John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,Anselm re‑states the Johannine claim that the Logos (the Word) is the one through which all things were made (John 1:1‑3).,0.1346,True,
Monologion,31,QUOD IPSUM VERBUM NON SIT SIMILITUDO FACTORUM SED VERITAS,"Quid igitur tenendum est de verbo, quo dicuntur et per quod facta sunt omnia?",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",ngram+llm,paraphrase,1,high,"Anselm’s phrase mirrors John 1:3 (Vulgate: “Omnia per ipsum facta sunt, et sine ipso factum est nihil quod factum est”), re‑phrasing the biblical claim that all things were made through the Word.",0.0392,True,
Monologion,32,QUOD SUMMUS SPIRITUS SEIPSUM DICAT COAETERNO VERBO.,"si aeterne se dicit, aeterne est uerbum eius apud ipsum.",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,Anselm’s claim that the eternal self‑statement makes the Word itself eternal mirrors John 1:1 – “In principio erat Verbum… et Verbum erat apud Deum”. The passage uses the same concept of the Word’s co‑eternity with God.,0.0247,True,
Monologion,33,QUOD UNO VERBO DICAT SE ET QUOD FECIT.,"Sed ecce quaerenti mihi de uerbo quo creator dicit omnia quae fecit, obtulit se uerbum quo seipsum dicit, qui omnia fecit.",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Anselm reformulates John 1:1‑3 (In principio erat Verbum… omnia per ipsum facta sunt) by speaking of the ""verbum"" of the Creator that ""dicit omnia quae fecit"".",0.0133,True,
Monologion,33,QUOD UNO VERBO DICAT SE ET QUOD FECIT.,"Sed ecce quaerenti mihi de uerbo quo creator dicit omnia quae fecit, obtulit se uerbum quo seipsum dicit, qui omnia fecit.",Genesis,1,3,Dixitque Deus: Fiat lux. Et facta est lux.,llm,thematic_echo,0,high,"The passage echoes Genesis 1:3 where God says ""Et vidit Deus quod bonum esset"" after creating, stressing that the Creator’s word brings all things into being.",0.0133,True,
Monologion,33,QUOD UNO VERBO DICAT SE ET QUOD FECIT.,"Nam nulla ratione negari potest, cum mens rationalis seipsam cogitando intelligit, imaginem ipsius nasci in sua cogitatione; … cum cogito notum mihi hominem absentem, formatur acies cogitationis meae in talem imaginem eius, qualem illam per visum oculorum in memoriam attraxi.",Genesis,1,26,"et ait: Faciamus hominem ad imaginem et similitudinem nostram: et praesit piscibus maris, et volatilibus caeli, et bestiis, universaeque terrae, omnique reptili, quod movetur in terra.",llm,thematic_echo,0,high,"Anselm’s discussion of the mind forming an image of a person mirrors Genesis 1:26‑27 where humanity is created ""ad imaginem et similitudinem"" of God.",0.0297,True,
Monologion,33,QUOD UNO VERBO DICAT SE ET QUOD FECIT.,"Quod uerbum, licet de re tam singulariter eminenti proprie aliquid satis conuenienter dici non possit, non tamen inconuenienter sicut similitudo ita et imago et figura et caracter eius dici potest.",John,1,14,"Et Verbum caro factum est, et habitavit in nobis: et vidimus gloriam ejus, gloriam quasi unigeniti a Patre plenum gratiae et veritatis.",llm,thematic_echo,0,high,"Anselm’s treatment of the ""verbum"" as a substance that is not merely a likeness but the very essence reflects John 1:14’s claim that ""Verbum caro factum est"" – the Word became flesh, sharing the same substance as God.",0.0302,True,
Monologion,34,QUOMODO SUO VERBO VIDERI POSSIT DICERE CREATURAM.,"summus spiritus dicit seipsum, dicit omnia quae facta sunt",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Anselm’s wording mirrors John 1:1‑3 where the Logos (the Word) is said to be with God, to be God, and that all things were made through Him.",0.0278,True,
Monologion,35,"QUOD, QUIDQUID FACTUM EST, IN EIUS VERBO ET SCIENTIA SIT VITA","Verbum eius consubstantiale illi est et perfecte simile, necessario consequitur, ut omnia quae sunt in illo, eadem et eodem modo sint in verbo eius.",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Anselm’s description of the Word (Verbum) as consubstantial with the divine and the claim that all things that exist in the divine are likewise in the Word mirrors John 1:1‑3 (""In principio erat Verbum… Omnia per ipsum facta sunt…"").",0.0484,True,
Monologion,36,QUAM INCOMPREHENSIBILI MODO DICAT UEL SCIAT RES A SE FACTAS.,"uel quomodo sciat ea quae facta sunt, ab humana scientia",Romans,1,20,"Invisibilia enim ipsius, a creatura mundi, per ea quae facta sunt, intellecta, conspiciuntur: sempiterna quoque ejus virtus, et divinitas: ita ut sint inexcusabiles.",ngram,direct_quote,1,,,0.0762,True,
Monologion,36,QUAM INCOMPREHENSIBILI MODO DICAT UEL SCIAT RES A SE FACTAS.,"omnis creata substantia tanto uerius est in uerbo, id est in intelligentia creatoris, quam in seipsa",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,Anselm’s formula that created things are more truly in the “Word” (verbo) than in themselves echoes John 1:1‑2 (“In principio erat Verbum… et Verbum erat apud Deum”). The passage re‑states the doctrine that the divine intellect (the Word) is the true reality of all created things.,0.0208,True,
Monologion,37,"QUOD, QUIDQUID IPSE EST AD CREATURAM, HOC SIT ET VERBUM EIUS; NEC",summum spiritum per uerbum suum fecisse omnia,John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,Anselm re‑words John 1:3 (Vulgate: “per eum omnia facta sunt”) to assert that the supreme spirit created all things through the Word.,0.0833,True,
Monologion,37,"QUOD, QUIDQUID IPSE EST AD CREATURAM, HOC SIT ET VERBUM EIUS; NEC",Ipsa namque sola fecit non per aliud quam per se omnia ex nihilo,Colossians,1,16,"quoniam in ipso condita sunt universa in caelis, et in terra, visibilia, et invisibilia, sive throni, sive dominationes, sive principatus, sive potestates: omnia per ipsum et in ipso creata sunt:",llm,paraphrase,0,high,Paraphrases Colossians 1:16 (Vulgate: “per ipsum omnia facta sunt”) by stating that the Word alone made everything out of nothing.,0.0645,True,
Monologion,38,"QUOD DICI NON POSSIT, QUID DUO SINT, QUAMVIS NECESSE SIT ESSE","Nam ille cuius est verbum aut imago, nec imago nec verbum est",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",ngram+llm,paraphrase,0,high,"The formulation re‑works John 1:1’s identification of the Word with God, denying that the Word can be a separate entity apart from God.",0.0196,True,
Monologion,39,QUOD IDEM VERBUM SIT A SUMMO SPIRITU NASCENDO.,verbum summi spiritus,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,"Anselm’s phrase echoes John 1:1 where the Logos (Word) is identified as the divine principle, here rendered as “the word of the supreme spirit.”",0.0164,True,
Monologion,39,QUOD IDEM VERBUM SIT A SUMMO SPIRITU NASCENDO.,"creator de creatore, summum de summo",John,1,3,"Omnia per ipsum facta sunt: et sine ipso factum est nihil, quod factum est.",llm,paraphrase,0,high,"The wording parallels John 1:3 “per ipsum facta sunt omnia” – all things were made by the Creator through the Creator, expressed by Anselm as “creator from creator, the highest from the highest.”",0.0579,True,
Monologion,40,QUOD VERISSIME ILLE SIT PARENS ET ILLUD PROLES.,"Si ergo uerbum summi spiritus sic est omnino ex ipsius sola essentia, et sic singulariter est illi simile, ut nulla proles sic sit omnino ex sola parentis essentia, aut sic similis parenti",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Anselm’s description of the ""verbum summi spiritus"" as existing wholly from the essence of the supreme spirit mirrors John 1:1‑3, where the Word is identified with God’s very being and all things are made through Him.",0.0291,True,
Monologion,40,QUOD VERISSIME ILLE SIT PARENS ET ILLUD PROLES.,"quodsi conuenientissime dicitur nasci, et tam simile est illi de quo nascitur: cur aestimetur simile quasi proles parenti",Genesis,1,26,"et ait: Faciamus hominem ad imaginem et similitudinem nostram: et praesit piscibus maris, et volatilibus caeli, et bestiis, universaeque terrae, omnique reptili, quod movetur in terra.",llm,paraphrase,0,high,"The passage’s emphasis on the offspring being “simile quasi proles parenti” echoes Genesis 1:26‑27, where humanity is created “in our image, after our likeness.”",0.0435,True,
Monologion,41,"QUOD ILLE VERISSIME GIGNAT, ILLUD GIGNATUR.","summi spiritus est uerissime gignere, et uerbi eius uerissime gigni",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,"Echoes the Trinitarian doctrine that the Father (here expressed as the ""summus spiritus"") begets the Son, the ""Verbum"" (Word), as articulated in John 1:1‑3 (""In principio erat Verbum… et Verbum erat apud Deum…"").",0.0278,True,
Monologion,43,RETRACTATIO COMMUNIONIS AMBORUM ET PROPRIETATUM SINGULORUM.,"Nam sic est alius pater, alius filius, ut cum ambos dixerim, uideam me duos dixisse; et sic est idipsum, quod est et pater et filius, ut non intelligam quid duos dixerim. ... non sunt duo patres aut duo filii sed unus pater et unus filius",John,10,30,Ego et Pater unum sumus.,llm,thematic_echo,0,high,Anselm’s claim that the Father and the Son are not two distinct persons but one mirrors John 10:30 “Ego et Pater unum sumus” (I and the Father are one).,0.0219,True,
Monologion,44,QUOMODO ALTER ALTERIUS SIT ESSENTIA.,"ut non per alienam sed per suam essentiam sit, per suam sapientiam sapiat, per suam uitam uiuat",John,5,26,"Sicut enim Pater habet vitam in semetipso, sic dedit et Filio habere vitam in semetipso:",ngram+llm,paraphrase,1,high,"The clause expands the John 5:26 quotation, restating the idea that the Son possesses life, essence and wisdom in himself, not from another source.",0.0655,True,
Monologion,45,QUOD APTIUS DICI POSSIT FILIUS ESSENTIA PATRIS QUAM PATER FILII;,"filio patris uirtus et sapientia seu ueritas, et iustitia",1 Corinthians,1,24,"ipsis autem vocatis Judaeis, atque Graecis Christum Dei virtutem, et Dei sapientia:",llm,paraphrase,0,high,Anselm’s list of “virtus (power) and sapientia (wisdom) … ueritas (truth) and iustitia (justice)” mirrors Paul’s description of the Son as “the power of God and the wisdom of God” (1 Cor 1:24).,0.0213,True,
Monologion,45,QUOD APTIUS DICI POSSIT FILIUS ESSENTIA PATRIS QUAM PATER FILII;,filius est essentia patris,John,10,30,Ego et Pater unum sumus.,llm,thematic_echo,0,high,The claim that the Son is the very essence of the Father echoes Jesus’ statement “I and the Father are one” (John 10:30).,0.0227,True,
Monologion,46,"QUOMODO QUAEDAM EX IIS QUAE SIC PROFERUNTUR, ALITER QUOQUE POSSINT",filium esse uerum uerbum,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,Anselm’s formula mirrors John 1:1‑14 where the Son is identified as the true “Verbum” (Word) of God.,0.033,True,
Monologion,47,QUOD FILIUS SIT INTELLIGENTIA INTELLIGENTIAE ET VERITAS VERITATIS,"substantia patris est intelligentia et scientia et sapientia et ueritas, consequenter colligitur quia sicut filius est intelligentia et scientia et sapientia et ueritas",Exodus,35,31,"implevitque eum spiritu Dei, sapientia et intelligentia, et scientia et omni doctrina,",ngram,direct_quote,2,,,0.125,True,
Monologion,47,QUOD FILIUS SIT INTELLIGENTIA INTELLIGENTIAE ET VERITAS VERITATIS,si ipsa substantia patris est intelligentia et scientia et sapientia et ueritas,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,"Anselm’s description of the Father’s substance as intelligence, knowledge, wisdom and truth mirrors the prologue of John (1:1‑3) where the Logos (the Word) is presented as the source of all being and truth.",0.0303,True,
Monologion,47,QUOD FILIUS SIT INTELLIGENTIA INTELLIGENTIAE ET VERITAS VERITATIS,ueritas,John,14,6,"Dicit ei Jesus: Ego sum via, et veritas, et vita. Nemo venit ad Patrem, nisi per me.",llm,thematic_echo,0,high,Anselm’s emphasis on truth (ueritas) as an essential attribute of both Father and Son resonates with Jesus’ self‑identification as “the truth” in John 14:6.,0.05,True,
Monologion,48,"QUOD IN MEMORIA INTELLIGATUR PATER, SICUT IN INTELLIGENTIA FILIUS;",quoniam de memoria nasci verbum uidetur,John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,thematic_echo,0,high,"Anselm’s claim that the Word (verbum) is generated from memory echoes John 1:1‑3, where the Logos is presented as eternally existing with the Father and becoming flesh; the passage treats the Son as the intelligible offspring of the Father’s memory.",0.0217,True,
