file,section,section_title,anselm_text,vulgate_book,chapter,verse,vulgate_text,method,allusion_type,ngram_score,llm_confidence,llm_explanation,similarity,verified,judge_reasoning
Proslogion,1,EXCITATIO MENTIS AD CONTEMPLANDUM DEUM.,"Domine, si hic non es, ubi te quaeram absentem? Si autem ubique es, cur non uideo praesentem?",Psalmus,139,7,,llm,thematic_echo,0,high,Reflects Psalm 139:7‑10 which speak of God’s omnipresence – “Where can I flee from your spirit?”,0.0,False,
Proslogion,2,QUOD VERE SIT DEUS.,"talis natura, quia ""dixit insipiens in corde quo: non est",Psalms,13,1,"In finem. Psalmus David. [Dixit insipiens in corde suo: Non est Deus. Corrupti sunt, et abominabiles facti sunt in studiis suis; non est qui faciat bonum, non est usque ad unum.",ngram,direct_quote,1,,,0.0918,True,
Proslogion,2,QUOD VERE SIT DEUS.,"talis natura, quia ""dixit insipiens in corde quo: non est",Psalms,52,1,"In finem, pro Maeleth intelligentiae David. [Dixit insipiens in corde suo: Non est Deus.",ngram,direct_quote,1,,,0.0787,True,
Proslogion,2,QUOD VERE SIT DEUS.,dixit insipiens in corde quo: non est deus,Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,direct_quote,0,high,Anselm reproduces the opening line of Psalm 14 (also Psalm 53) in the Vulgate: “Dixit insipiens in corde suo: Non est Deus.”,0.0215,True,
Proslogion,3,QUOD NON POSSIT COGITARI NON ESSE.,"esse. Cur itaque ""dixit insipiens in corde quo: non est",Psalms,13,1,"In finem. Psalmus David. [Dixit insipiens in corde suo: Non est Deus. Corrupti sunt, et abominabiles facti sunt in studiis suis; non est qui faciat bonum, non est usque ad unum.",ngram,direct_quote,1,,,0.0833,True,
Proslogion,3,QUOD NON POSSIT COGITARI NON ESSE.,"esse. Cur itaque ""dixit insipiens in corde quo: non est",Psalms,52,1,"In finem, pro Maeleth intelligentiae David. [Dixit insipiens in corde suo: Non est Deus.",ngram,direct_quote,1,,,0.0814,True,
Proslogion,3,QUOD NON POSSIT COGITARI NON ESSE.,"Cur itaque ""dixit insipiens in corde quo: non est deus""",Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,direct_quote,0,high,"Anselm reproduces verbatim the Vulgate wording of Psalm 14:1 (also Psalm 53:1), which reads “Dixit insipiens in corde suo: Non est Deus.”",0.0222,True,
Proslogion,7,"QUOMODO SIT OMNIPOTENS, CUM MULTA NON POSSIT.","omnipotens ... si omnia non poses? ... nihil potes per impotentiam, et nihil potest contra te.",Luke,1,37,quia non erit impossibile apud Deum omne verbum.,llm,thematic_echo,0,high,Anselm’s discussion of God’s ability to do all things and the impossibility of acting through impotence echoes Luke 1:37 – “Quia non est quod impossibile sit apud Deum” (“Nothing is impossible for God”).,0.0159,True,
Proslogion,7,"QUOMODO SIT OMNIPOTENS, CUM MULTA NON POSSIT.",nihil potest contra te.,Romans,8,31,"Quid ergo dicemus ad haec? si Deus pro nobis, qui contra nos?",llm,thematic_echo,0,high,"The claim that nothing can be against God parallels Romans 8:31 – “Si Deus pro nobis, quis contra nos?” (“If God is for us, who can be against us?”).",0.056,True,
Proslogion,9,QUOMODO TOTUS IUSTUS ET SUMME IUSTUS PARCAT MALIS; ET QUOD IUSTE,"omnem intellectum excedis, ueniat super me misericordia illa, quae de",Psalms,118,41,"Et veniat super me misericordia tua, Domine; salutare tuum secundum eloquium tuum.",ngram,direct_quote,1,,,0.0298,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","""IUSTUS DOMINUS IN OMNIBUS VIIS SUIS"". Sed numquid etiam non est iustum secundum te, domine, ut malos punias? Iustum quippe est te sic esse iustum, ut iustior nequeas cogitari. Quod nequaquam esses, si tantum bonis bona, et non malis mala redderes. Iustior enim est qui et bonis et malis, quam qui bonis tantum merita retribuit. Iustum igitur est secundum te, iuste et benigne deus, et cum s punis et cum parcis. Vere igitur ""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus dominus in omnibus uiis suis"". Et utique sine repugnantia;",Psalms,144,17,"Justus Dominus in omnibus viis suis, et sanctus in omnibus operibus suis.",ngram,direct_quote,7,,,0.0593,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","""IUSTUS DOMINUS IN OMNIBUS VIIS SUIS"". Sed numquid etiam non est iustum secundum te, domine, ut malos punias? Iustum quippe est te sic esse iustum, ut iustior nequeas cogitari. Quod nequaquam esses, si tantum bonis bona, et non malis mala redderes. Iustior enim est qui et bonis et malis, quam qui bonis tantum merita retribuit. Iustum igitur est secundum te, iuste et benigne deus, et cum s punis et cum parcis. Vere igitur ""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus dominus in omnibus uiis suis"". Et utique sine",James,1,8,Vir duplex animo inconstans est in omnibus viis suis.,ngram,direct_quote,2,,,0.0417,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","Vere igitur ""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus",Psalms,24,10,"Universae viae Domini, misericordia et veritas, requirentibus testamentum ejus et testimonia ejus.",ngram,direct_quote,2,,,0.0413,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN","""uniuersoe uiae domini misericordia et ueritas"", et tamen ""iustus dominus",Tobias,3,2,"dicens: [Justus es, Domine, et omnia judicia tua justa sunt, et omnes viae tuae, misericordia, et veritas, et judicium.",ngram,direct_quote,1,,,0.0645,True,
Proslogion,11,"QUOMODO ""UNIVERSAE VIAE DOMINI MISERICORDIA ET VERITAS"", ET TAMEN",IUSTUS DOMINUS IN OMNIBUS VIIS SUIS,Psalms,145,17,,llm,direct_quote,0,high,"Anselm reproduces verbatim the opening clause of Psalm 145:17 (Vulgate: “Justus Dominus in omnibus viis suis”), only differing in the classical u/v orthography.",0.0,False,
Proslogion,13,"QUOMODO SOLUS SIT INCIRCUMSCRIPTUS ET AETERNUS, CUM ALII SPIRITUS",solus incircumscriptus es et aeternus,Revelation,1,8,"Ego sum alpha et omega, principium et finis, dicit Dominus Deus: qui est, et qui erat, et qui venturus est, omnipotens.",llm,thematic_echo,0,high,"The description of God as the only one who is “incircumscribed and eternal” parallels Revelation 1:8 (and 22:13) where Christ declares, “I am the Alpha and the Omega… the beginning and the end,” emphasizing divine unboundedness and eternity.",0.0183,True,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,"Si uero inuenisti: quid est, quod non sentis quod inuenisti?",1 Samuel,14,41,"Et dixit Saul ad Dominum Deum Israel: Domine Deus Israel, da indicium: quid est quod non responderis servo tuo hodie? si in me, aut in Jonatha filio meo, est iniquitas haec, da ostensionem: aut si haec iniquitas est in populo tuo, da sanctitatem. Et deprehensus est Jonathas et Saul: populus autem exivit.",ngram,direct_quote,1,,,0.0663,True,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,"te, nisi per ""lucem tuam et ueritatem tuam""? Si ergo",Psalms,42,3,"Emitte lucem tuam et veritatem tuam: ipsa me deduxerunt, et adduxerunt in montem sanctum tuum, et in tabernacula tua.",ngram,direct_quote,1,,,0.0424,True,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,"qua est omne quod uerum est, et extra quam non",1 John,2,8,"Iterum mandatum novum scribo vobis, quod verum est et in ipso, et in vobis: quia tenebrae transierunt, et verum lumen jam lucet.",ngram,direct_quote,1,,,0.0419,True,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,"An inuenisti, anima mea, quod quaerebas?",Psalmus,27,8,,llm,paraphrase,0,high,"Echoes the Vulgate Psalm 27:8 “Dicite: Quaerite Dominum, et invenietis eum”, i.e. “Seek the Lord and you will find Him”.",0.0,False,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,lux et veritas,Ioannes,14,6,,llm,thematic_echo,0,high,"Combines two Johannine self‑descriptions: “Ego sum via, veritas, et vita” (Jn 14:6) and “Ego sum lux mundi” (Jn 8:12), creating a merged image of Christ as light and truth.",0.0,False,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,lux et veritas,Ioannes,8,12,,llm,thematic_echo,0,high,"Alludes to John 8:12 “Ego sum lux mundi”, the biblical claim that Christ is the light of the world, here paired with “veritas”.",0.0,False,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,tenebrae … lux … lucet,Ioannes,1,5,,llm,thematic_echo,0,high,"Recalls John 1:5 “et lux in tenebris lucet”, the contrast of light and darkness that Anselm repeats in his meditation on divine illumination.",0.0,False,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,"Quanta namque est lux illa, de qua micas omne uerum quod rationali menti lucet!",Psalmus,119,105,,llm,thematic_echo,0,high,"Echoes Psalm 119:105 “Lucerna pedibus meis verbum tuum, et lumen”, portraying divine truth as a light that guides the rational mind.",0.0,False,
Proslogion,14,QUOMODO ET CUR UIDETUR ET NON VIDETUR DEUS A QUAERENTIBUS EUM.,et a quo et per quem et quomodo de nihilo facta sunt,Ioannes,1,3,,llm,thematic_echo,0,high,"Paraphrases John 1:3 “Omnia per ipsum facta sunt”, extending it with the notion of creation “ex nihilo”.",0.0,False,
Proslogion,15,QUOD MAIOR SIT QUAM COGITARI POSSIT.,non solum es quo maius cogitari nequit sed es quiddam maior quam cogitari possit,Isaiah,55,8,"Non enim cogitationes meae cogitationes vestrae, neque viae vestrae viae meae, dicit Dominus.",llm,thematic_echo,0,high,"Anselm’s claim that God is greater than can be thought echoes Isaiah 55:8‑9 (Vulgate: “Quoniam cogitationes meæ non sunt cogitationes vestræ, nec viae vestrae viae meæ, dicit Dominus”), which stresses that divine thoughts and ways surpass human understanding.",0.0286,True,
Proslogion,16,"QUOD HAEC SIT ""LUX INACCESSIBILIS QUAM INHABITAT"".",lux inaccessibilis,1 Timothy,6,16,"qui solus habet immortalitatem, et lucem inhabitat inaccessibilem: quem nullus hominum vidit, sed nec videre potest: cui honor, et imperium sempiternum. Amen.",llm,paraphrase,0,high,Anselm’s phrase echoes 1 Tim 6:16 “qui solus habet inmortale spiritum in luce inaccesibili” – the biblical description of God dwelling in unapproachable light.,0.0476,True,
Proslogion,16,"QUOD HAEC SIT ""LUX INACCESSIBILIS QUAM INHABITAT"".",lux ... in qua habitas,1 John,1,5,"Et haec est annuntiatio, quam audivimus ab eo, et annuntiamus vobis: quoniam Deus lux est, et tenebrae in eo non sunt ullae.",llm,thematic_echo,0,high,The image of God as light that dwells in an inaccessible light recalls 1 Jn 1:5 “Deus est lux et in tenebris non est ullum” – God is light and there is no darkness in Him.,0.07,True,
Proslogion,18,"QUOD IN DEO NEC IN AETERNITATE EIUS, QUAE IPSE EST, NULLAE SINT","quaerimus. Adiuua me tu ""propter bonitatem tuam, domine"". ""Quaesiui uultum tuum,",Psalms,24,7,"Delicta juventutis meae, et ignorantias meas, ne memineris. Secundum misericordiam tuam memento mei tu, propter bonitatem tuam, Domine.",ngram,direct_quote,2,,,0.0455,True,
Proslogion,18,"QUOD IN DEO NEC IN AETERNITATE EIUS, QUAE IPSE EST, NULLAE SINT","tuum, domine, requiem; ne auertas faciem tuam a me"". Releua",Psalms,26,9,"Ne avertas faciem tuam a me; ne declines in ira a servo tuo. Adjutor meus esto; ne derelinquas me, neque despicias me, Deus salutaris meus.",ngram,direct_quote,1,,,0.0398,True,
Proslogion,18,"QUOD IN DEO NEC IN AETERNITATE EIUS, QUAE IPSE EST, NULLAE SINT","tuum, domine, requiem; ne auertas faciem tuam a me"". Releua",Psalms,68,18,"Et ne avertas faciem tuam a puero tuo; quoniam tribulor, velociter exaudi me.",ngram,direct_quote,1,,,0.041,True,
Proslogion,18,"QUOD IN DEO NEC IN AETERNITATE EIUS, QUAE IPSE EST, NULLAE SINT","Quaesiui uultum tuum, uultum tuum, domine, requiem; ne auertas faciem tuam a me",Psalmus,27,8,,llm,direct_quote,0,high,"Anselm reproduces almost verbatim the Vulgate Psalm 27:8 (""Quaerens faciem tuam, Domine, non avertas faciem tuam a me"").",0.0,False,
Proslogion,18,"QUOD IN DEO NEC IN AETERNITATE EIUS, QUAE IPSE EST, NULLAE SINT",illumine oculum mentis meae,Psalmus,119,18,,llm,paraphrase,0,high,"The phrase echoes Psalm 119:18 ""Illumina oculos meos"", re‑phrased to refer to the eye of the mind.",0.0,False,
Proslogion,18,"QUOD IN DEO NEC IN AETERNITATE EIUS, QUAE IPSE EST, NULLAE SINT",In illo omnes peccauimus,Romani,3,23,,llm,paraphrase,0,high,"The statement that ""all have sinned"" mirrors Romans 3:23 ""Omnes peccaverunt"".",0.0,False,
Proslogion,19,QUOD NON SIT IN LOCO AUT TEMPORE SED OMNIA SINT IN ILLO.,"Sed si per aeternitatem tuam fuisti et es et eris, ... quomodo aeternitas tua tota est semper?",Psalmus,90,2,,llm,thematic_echo,0,high,"Anselm’s description of God’s eternal existence mirrors Psalm 90:2, which declares that God “is God from everlasting to everlasting,” emphasizing divine timelessness.",0.0,False,
Proslogion,19,QUOD NON SIT IN LOCO AUT TEMPORE SED OMNIA SINT IN ILLO.,"tu autem, licet nihil sit sine te, non es tamen in loco aut tempore sed omnia sunt in te.",Colossenses,1,17,,llm,paraphrase,0,high,"Anselm’s assertion that “all things are in you” reflects Colossians 1:17, where Paul says that “by him all things were created, and in him all things hold together; without him nothing was made.”",0.0,False,
Proslogion,21,"AN HOC SIT ""SAECULUM SAECULI"" SIVE ""SAECULA SAECULORUM"".","""saeculum saeculi"" siue ""saecula saeculorum""",1 Timothy,6,15,"quem suis temporibus ostendet beatus et solus potens, Rex regum, et Dominus dominantium:",llm,direct_quote,0,high,Anselm repeats the biblical formula “saeculum saeculorum” (the age of ages) that appears in 1 Tim 6:15 – “qui vivit in saeculo saeculorum”.,0.0164,True,
Proslogion,22,"QUOD SOLUS SIT, QUOD EST ET QUI EST.","Tu solus ergo, domine, es quod es, et tu es qui es.",Exodus,3,14,"Dixit Deus ad Moysen: Ego sum qui sum. Ait: Sic dices filiis Israel: Qui est, misit me ad vos.",llm,direct_quote,0,high,"Anselm’s formula “es quod es, et tu es qui es” mirrors the Vulgate’s “Ego sum qui sum” (Exod. 3,14) used by God in the burning bush.",0.0225,True,
Proslogion,22,"QUOD SOLUS SIT, QUOD EST ET QUI EST.",et uita es,John,14,6,"Dicit ei Jesus: Ego sum via, et veritas, et vita. Nemo venit ad Patrem, nisi per me.",llm,thematic_echo,0,high,"Anselm calls God “vita” (life), echoing Christ’s self‑designation “ego sum via, veritas, et vita” (John 14,6).",0.046,True,
Proslogion,22,"QUOD SOLUS SIT, QUOD EST ET QUI EST.",et lux,John,8,12,"Iterum ergo locutus est eis Jesus, dicens: Ego sum lux mundi: qui sequitur me, non ambulat in tenebris, sed habebit lumen vitae.",llm,thematic_echo,0,high,"The attribute “lux” (light) recalls Jesus’ claim “ego sum lux mundi” (John 8,12).",0.0778,True,
Proslogion,22,"QUOD SOLUS SIT, QUOD EST ET QUI EST.",nec haloes fuisse aut futurum esse sed tantum praesens esse,Malachi,3,6,"Ego enim Dominus, et non mutor: et vos filii Jacob, non estis consumpti.",llm,thematic_echo,0,high,"The claim that God is unchanging and only present mirrors Malachi 3,6 “Ego Dominus, non mutabor”.",0.0238,True,
Proslogion,23,QUOD HOC BONUM SIT PARITER PATER ET FILIUS ET SPIRITUS SANCTUS; ET,"aliud esse potest. ""Porro unum est necessarium"". Porro hoc est",Luke,10,42,"porro unum est necessarium. Maria optimam partem elegit, quae non auferetur ab ea.",ngram,direct_quote,1,,,0.0673,True,
Proslogion,23,QUOD HOC BONUM SIT PARITER PATER ET FILIUS ET SPIRITUS SANCTUS; ET,"Hoc bonum es tu, deus pater; hoc est verbum tuum, id est filius tuus.",John,1,1,"In principio erat Verbum, et Verbum erat apud Deum, et Deus erat Verbum.",llm,paraphrase,0,high,"Anselm re‑states the prologue of John 1:1‑3, identifying the Father as the ultimate good and the Son as the Word (Verbum) of God.",0.0392,True,
Proslogion,23,QUOD HOC BONUM SIT PARITER PATER ET FILIUS ET SPIRITUS SANCTUS; ET,"Hoc ipsum est amor unum et communis tibi et filio tuo, id est sanctus spiritus ab utroque procedens.",John,15,26,"Cum autem venerit Paraclitus, quem ego mittam vobis a Patre, Spiritum veritatis, qui a Patre procedit, ille testimonium perhibebit de me;",llm,thematic_echo,0,high,"Anselm’s description of the Holy Spirit proceeding from both Father and Son mirrors John 15:26, where the Spirit is sent by the Father in the name of the Son.",0.0446,True,
Proslogion,23,QUOD HOC BONUM SIT PARITER PATER ET FILIUS ET SPIRITUS SANCTUS; ET,"Hoc ipsum est amor unum et communis tibi et filio tuo, id est sanctus spiritus ab utroque procedens.",1 John,4,8,"Qui non diligit, non novit Deum: quoniam Deus caritas est.",llm,thematic_echo,0,high,"The formula ‘amor unum’ recalls 1 John 4:8, ‘Deus caritas est’, presenting divine love as a single, shared reality between Father and Son.",0.0288,True,
Proslogion,23,QUOD HOC BONUM SIT PARITER PATER ET FILIUS ET SPIRITUS SANCTUS; ET,"Quod est singulus quisque, hoc est tota trinitas simul, pater et filius et spiritus sanctus",Matthew,28,19,"euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:",llm,thematic_echo,0,high,Anselm’s identification of the single ‘singulus quisque’ with the whole Trinity echoes the Trinitarian baptismal formula in Matthew 28:19.,0.0275,True,
Proslogion,24,"CONIECTATIO, QUALE ET QUANTUM SIT HOC BONUM.",Si amabilis est sapientia … quae omnia condidit ex nihilo?,Proverbs,8,30,"cum eo eram, cuncta componens. Et delectabar per singulos dies, ludens coram eo omni tempore,",llm,paraphrase,0,high,"The description of wisdom that creates all things from nothing directly paraphrases Proverbs 8:30, where wisdom is present before creation and participates in God’s creative act.",0.0111,True,
Proslogion,25,QUAE ET QUANTA BONA SINT FRUENTIBUS EO.,nec oculus uidit nec auris audiuit nec cor hominis,1 Corinthians,2,9,"Sed sicut scriptum est: Quod oculus non vidit, nec auris audivit, nec in cor hominis ascendit, quae praeparavit Deus iis qui diligunt illum:",ngram+llm,paraphrase,2,high,"Anselm re‑words the Vulgate wording of 1 Cor 2:9 (“quae oculis non viderunt, et aures non audierunt, et non introierunt in cor hominis”).",0.0498,True,
Proslogion,25,QUAE ET QUANTA BONA SINT FRUENTIBUS EO.,"dei. Si ebrietas: ""inebriabuntur ab ubertate domus"" dei. Si melodia:",Psalms,35,9,"Inebriabuntur ab ubertate domus tuae, et torrente voluptatis tuae potabis eos:",ngram,direct_quote,1,,,0.0285,True,
Proslogion,25,QUAE ET QUANTA BONA SINT FRUENTIBUS EO.,"seminatur corpus animale, et surget corpus spirituale",1 Corinthians,15,44,"seminatur corpus animale, surget corpus spiritale. Si est corpus animale, est et spiritale, sicut scriptum est:",llm,paraphrase,0,high,"Close to 1 Cor 15:44: “Seminatur corpus animale, et resurget corpus spirituale”.",0.0252,True,
Proslogion,25,QUAE ET QUANTA BONA SINT FRUENTIBUS EO.,salus iustorum a domino,Psalms,37,39,,llm,direct_quote,0,high,Exact wording of Psalm 37:39 in the Vulgate: “Salus iustorum a Domino”.,0.0,False,
Proslogion,25,QUAE ET QUANTA BONA SINT FRUENTIBUS EO.,filii dei,John,1,12,"Quotquot autem receperunt eum, dedit eis potestatem filios Dei fieri, his qui credunt in nomine ejus:",llm,direct_quote,0,high,Exact phrase from John 1:12 (“et facti sunt filii Dei”).,0.0216,True,
Proslogion,25,QUAE ET QUANTA BONA SINT FRUENTIBUS EO.,"heredes quidem dei, coheredes autem Christi",Romans,8,17,"Si autem filii, et haeredes: haeredes, quidem Dei, cohaeredes autem Christi: si tamen compatimur ut et conglorificemur.",llm,direct_quote,0,high,"Exact wording of Romans 8:17 in the Vulgate: “heredes quidem Dei, coheredes autem Christi”.",0.0282,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","nec oculus uidit, nec auris audiuit, nec in cor hominis ascendit",1 Corinthians,2,9,"Sed sicut scriptum est: Quod oculus non vidit, nec auris audivit, nec in cor hominis ascendit, quae praeparavit Deus iis qui diligunt illum:",ngram+llm,direct_quote,12,high,"A near‑verbatim quotation of the Vulgate wording of 1 Cor 2:9: “Nihil oculis vidit, nec auribus audivit, nec in corde hominis ascendit”.",0.0909,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","per filium tuum: Petite et accipietis, ut gaudium uestrum sit plenum. Inueni namque gaudium",John,16,24,"Usque modo non petistis quidquam in nomine meo: petite, et accipietis, ut gaudium vestrum sit plenum.",ngram,direct_quote,5,,,0.0675,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","Deus meus et dominus meus, spes mea et",Psalms,34,23,"Exsurge et intende judicio meo, Deus meus; et Dominus meus, in causam meam.",ngram,direct_quote,2,,,0.0305,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","trinus et unus deus ""benedictus in saecula. Amen"".",Romans,9,5,"quorum patres, et ex quibus est Christus secundum carnem, qui est super omnia Deus benedictus in saecula. Amen.",ngram,direct_quote,2,,,0.0479,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","et accipietis, ut gaudium uestrum sit plenum. Inueni namque gaudium",1 John,1,4,"Et haec scribimus vobis ut gaudeatis, et gaudium vestrum sit plenum.",ngram,direct_quote,1,,,0.037,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","et unus deus ""benedictus in saecula. Amen"".",Romans,1,25,"qui commutaverunt veritatem Dei in mendacium: et coluerunt, et servierunt creaturae potius quam Creatori, qui est benedictus in saecula. Amen.",ngram,direct_quote,1,,,0.0542,True,
Proslogion,26,"AN HOC SIT ""GAUDIUM PLENUM"", QUOD PROMITTIT DOMINUS.","Petite et accipietis, ut gaudium uestrum sit plenum.",Matthew,7,7,"Petite, et dabitur vobis: quaerite, et invenietis: pulsate, et aperietur vobis.",llm,paraphrase,0,high,"Echoes the promise of the Gospel of Matthew 7:7, where Jesus says “Petite, et dabitur vobis…”, here rendered as “Petite et accipietis”.",0.0122,True,
Pro_insipiente,2,Section 2,"non eo modo posse cogitari non esse, quo etiam potest non esse deus.",Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,thematic_echo,0,high,"Anselm’s claim that something can be thought not to exist in the same way that God can be thought not to exist echoes Psalm 14:1 (and its parallel Psalm 53:1) where the fool says, “There is no God.” The passage uses the same logical contrast between the possibility of conceiving non‑existence and the denial of God’s existence.",0.0131,True,
Pro_insipiente,3,Section 3,Quocirca etiam si uerum sit esse aliquid quo maius quicquam nequeat cogitari: non tamen hoc auditum et intellectum tale est qualis nondum: facta pictura in intellectu pictoris.,Romans,1,20,"Invisibilia enim ipsius, a creatura mundi, per ea quae facta sunt, intellecta, conspiciuntur: sempiterna quoque ejus virtus, et divinitas: ita ut sint inexcusabiles.",llm,thematic_echo,0,high,"The passage that the “true thing” is apprehended by the intellect, though not yet manifested, parallels Romans 1:20, which states that the invisible qualities of God are clearly seen and understood through the created world.",0.056,True,
Pro_insipiente,4,Section 4,quod nihil aliud posse esse dicitur quam ipse deus,Deuteronomy,4,35,"ut scires quoniam Dominus ipse est Deus, et non est alius praeter eum.",llm,thematic_echo,0,high,"Anselm’s claim that nothing can be said to exist except God echoes Deut 4,35 “Tu es Deus, et non est alius” (You are God, there is no other).",0.0324,True,
Pro_insipiente,4,Section 4,cum audio intelligoque dicentem esse aliquid maius omnibus quae ualeant cogitari,Romans,11,33,"O altitudo divitiarum sapientiae, et scientiae Dei: quam incomprehensibilia sunt judicia ejus, et investigabiles viae ejus!",llm,thematic_echo,0,high,"Anselm’s meditation on a being “greater than all that can be thought” parallels Romans 11,33 which praises the “depths of the riches of the wisdom and knowledge of God,” a wisdom beyond human thought.",0.0105,True,
Pro_insipiente,7,Section 7,insipiens ille responderit,Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,thematic_echo,0,high,"Anselm’s use of the adjective *insipiens* to describe the foolish opponent echoes Psalm 14:1 (and its parallel Psalm 53:1) where the psalmist says, “Dixit insipiens in corde suo: non est Deus.” The passage alludes to the biblical motif of the foolish man who denies God.",0.0139,True,
Pro_insipiente,8,Section 8,intimo quodam odore fragrantia,2 Corinthians,2,15,"quia Christi bonus odor sumus Deo in iis qui salvi fiunt, et in his qui pereunt:",llm,thematic_echo,0,high,"Anselm’s image of a “fragrant odor” of pious affection echoes the biblical metaphor of believers being the “odor of Christ” (2 Cor 2:15, Vulgate), where fragrance signifies the pleasant, holy influence of the faithful.",0.0323,True,
Responsio,1,Section 1,non est in intellectu aliquid quo maius cogitari non possit,Psalms,145,3,"in filiis hominum, in quibus non est salus.",llm,thematic_echo,0,high,"Anselm’s claim that nothing greater can be thought mirrors Psalm 145:3 – “Great is the LORD, and greatly to be praised; his greatness cannot be measured,” expressing the same theological idea of an incomparably great God.",0.0215,True,
Responsio,3,Section 3,non potest cogitari non esse 'quo maior nequit cogitari',Psalmus,145,3,,llm,thematic_echo,0,high,"Echoes Psalm 145:3 (Vulgate) “Maiorem quam ipse non est”, i.e., nothing greater than God can be thought; Anselm’s phrase “quo maior nequit cogitari” mirrors this claim of an unsurpassable greatness.",0.0,False,
Responsio,7,Section 7,"negat deum, cuius sensum nullo modo cogitat",Psalms,14,1,"Psalmus David. [Domine, quis habitabit in tabernaculo tuo? aut quis requiescet in monte sancto tuo?",llm,thematic_echo,0,high,"Anselm’s description of someone who “denies God, whose sense cannot be thought of at all” echoes Psalm 14:1 (and its parallel Psalm 53:1) where the fool says, “There is no God.” The passage parallels the biblical motif of the fool’s denial of God.",0.0204,True,
Responsio,8,Section 8,"invisibilia dei a creatura mundi per ea, quae facta sunt, intellecta conspicuntur, sempiterna quoque eius uirtus et diuinitas",Romans,1,20,"Invisibilia enim ipsius, a creatura mundi, per ea quae facta sunt, intellecta, conspiciuntur: sempiterna quoque ejus virtus, et divinitas: ita ut sint inexcusabiles.",ngram+llm,direct_quote,9,high,"Anselm reproduces verbatim the Vulgate wording of Romans 1:20, differing only in the u/v orthography (uirtus vs virtus).",0.108,True,
